10161487;0;690;;;
10161494;0;690;;;
10161500;0;690;;;
10161517;2;1990;;;
10161524;2;1990;;;
10161548;0;9990;;;
10162422;2;3690;;;
10162651;2;21900;;;
10162668;2;14900;;;
10162675;2;17900;;;
10162682;2;19900;;;
10162699;2;1990;;;
10162798;0;1490;;;
10163061;2;5990;;;
10163078;2;5990;;;
10163382;2;3490;;;
10163399;0;3990;;;
10163405;2;5290;;;
10163429;2;7990;;;
10163450;2;7990;;;
10163467;2;7990;;;
10163474;2;7990;;;
10163498;2;5990;;;
10163900;2;690;;;
10163917;2;499;;;
10163986;2;499;;;
10164167;2;3490;;;
10165119;0;38900;;;
10165911;0;2990;;;
10166161;2;7990;;;
10166178;2;3290;;;
10166185;2;2790;;;
10166789;0;4990;;;
10166796;0;4990;;;
10166802;0;4990;;;
10166994;0;3890;;;
10169537;2;8990;;;
10169544;2;8990;;;
10170199;2;890;;;
10170229;2;890;;;
10170236;2;890;;;
10170243;0;890;;;
10170250;2;890;;;
10170267;2;890;;;
10170274;0;890;;;
10170281;0;890;;;
10170366;0;3690;;;
10170434;2;890;;;
10170441;2;29900;;;
10170458;2;6990;;;
10170465;0;29900;;;
10170472;0;7990;;;
10170489;0;29900;;;
10170496;0;7990;;;
10170502;2;2390;;;
10170519;2;7990;;;
10170625;2;1690;;;
10171516;2;1390;;;
10171523;2;1390;;;
10171530;2;1390;;;
10171547;2;1390;;;
10171554;2;1390;;;
10171561;2;1390;;;
10171578;2;1590;;;
10171585;0;1590;;;
10171592;0;1590;;;
10171608;0;1590;;;
10171615;0;1590;;;
10171622;0;1590;;;
10172315;0;2690;;;
10172322;0;2690;;;
10172339;0;1790;;;
10172346;0;1290;;;
10172353;2;1790;;;
10172360;0;1990;;;
10172377;2;1490;;;
10172384;0;1290;;;
10172391;0;3590;;;
10172407;0;3590;;;
10173923;2;2990;;;
10173947;2;2990;;;
10174173;0;14900;;;
10175002;2;2390;;;
10178355;2;2590;;;
10178362;2;2590;;;
10178379;2;2590;;;
10178751;0;3990;;;
10179567;0;3690;;;
10183830;2;890;;;
10183847;2;890;;;
10183854;2;890;;;
10183861;0;890;;;
10183878;2;890;;;
10183885;0;890;;;
10183892;2;890;;;
10183908;2;890;;;
10183922;2;890;;;
10183939;2;890;;;
10183946;2;890;;;
10187593;2;3690;;;
10187706;2;4990;;;
10187707;2;4790;;;
10187708;2;5490;;;
10187709;2;5890;;;
10187733;2;2490;;;
10187734;2;5990;;;
10187768;0;13990;;;
10187892;0;12900;;;
10187893;2;9990;;;
10187894;2;14900;;;
10187895;2;19900;;;
10187950;2;9990;;;
10187985;0;1490;;;
10187986;2;790;;;
10187992;2;790;;;
10187999;0;790;;;
10188117;2;5990;;;
10188118;2;5990;;;
10188119;2;5990;;;
10188148;0;4990;;;
10188149;0;7490;;;
10188171;0;29900;;;
10188175;0;7990;;;
10188178;0;29900;;;
10188179;2;7990;;;
10188254;2;1490;;;
10188255;2;14900;;;
10188256;2;17900;;;
10188257;2;19900;;;
10188258;0;21900;;;
10188259;0;1990;;;
10188260;2;14900;;;
10188261;2;17900;;;
10188262;2;19900;;;
10188263;2;21900;;;
10188264;2;1990;;;
10188373;2;3290;;;
10188374;2;3290;;;
10188375;2;990;;;
10188376;2;990;;;
10188661;2;3290;;;
10188768;0;1390;;;
10188941;0;4990;;;
10189043;0;1590;;;
10189044;0;1590;;;
10189046;0;1590;;;
10189048;0;1590;;;
10189307;2;14900;;;
10189308;2;17900;;;
10189309;2;19900;;;
10189310;2;21900;;;
10189311;2;1990;;;
10189322;2;14900;;;
10189323;2;17900;;;
10189324;2;19900;;;
10189325;2;21900;;;
10189326;2;1990;;;
10189469;0;7790;;;
10189809;0;1190;;;
10189810;0;1190;;;
10189811;0;1190;;;
10189812;0;1190;;;
10189813;0;1190;;;
10189814;0;1190;;;
10189815;2;1190;;;
10189963;2;1990;;;
10189964;2;1990;;;
10189965;2;1990;;;
10189966;2;1990;;;
10189967;2;1590;;;
10189968;2;1590;;;
10189969;2;3490;;;
10189970;2;3490;;;
10189971;2;3490;;;
10189972;2;3490;;;
10189973;2;3490;;;
10189974;2;3490;;;
10189990;2;5490;;;
10189991;2;6490;;;
10190008;2;4990;;;
10190009;2;7990;;;
10190013;2;3290;;;
10190014;2;3290;;;
10190015;2;690;;;
10190016;2;690;;;
10190141;2;690;;;
10190142;2;1990;;;
10190143;2;1990;;;
10190150;0;10900;;;
10190156;2;14900;;;
10190157;2;17900;;;
10190158;2;19900;;;
10190159;2;21900;;;
10190160;2;1490;;;
10190161;2;14900;;;
10190162;2;17900;;;
10190163;2;19900;;;
10190164;2;21900;;;
10190165;2;1990;;;
10190166;2;14900;;;
10190167;2;17900;;;
10190168;2;19900;;;
10190169;2;21900;;;
10190170;2;1990;;;
10190171;2;14900;;;
10190172;2;17900;;;
10190173;2;19900;;;
10190174;2;21900;;;
10190175;2;1990;;;
10190187;2;29900;;;
10190188;2;29900;;;
10190189;0;7990;;;
10190190;0;29900;;;
10190191;0;7990;;;
10190192;2;29900;;;
10190193;2;7990;;;
10190245;0;1990;;;
10190246;0;1990;;;
10190392;0;6990;;;
10190449;2;3990;;;
10190450;2;4990;;;
10190563;2;14900;;;
10190564;2;14900;;;
10190716;2;5990;;;
10190717;2;5990;;;
10190800;2;5990;;;
10190801;2;5990;;;
10190923;0;590;;;
10190924;0;590;;;
10190925;0;590;;;
10190927;0;590;;;
10191299;2;799;;;
10191373;2;3690;;;
10191890;2;14900;;;
10191891;2;17900;;;
10191892;2;19900;;;
10191893;2;21900;;;
10191894;2;1990;;;
10192033;0;4990;;;
10192085;2;799;;;
10192298;0;1290;;;
10192300;2;799;;;
10192307;0;1290;;;
10192308;0;1290;;;
10192309;0;1290;;;
10192310;0;1690;;;
10192311;0;1690;;;
10192312;0;1690;;;
10192313;0;1690;;;
10192314;0;1290;;;
10192316;0;1290;;;
10192317;0;1290;;;
10192318;0;1290;;;
10192319;0;1790;;;
10192320;0;1790;;;
10192321;0;1790;;;
10192322;0;1790;;;
10192323;0;2490;;;
10192324;0;2490;;;
10192325;0;2490;;;
10192326;0;2490;;;
10192327;0;3990;;;
10192328;2;3990;;;
10192727;0;2390;;;
10192792;2;5990;;;
10192793;2;9990;;;
10192797;2;4990;;;
10192806;2;6990;;;
10192834;2;3990;;;
10192836;2;4990;;;
10192838;0;890;;;
10192839;0;990;;;
10192844;2;29900;;;
10192845;2;8990;;;
10192846;2;29900;;;
10192847;2;7990;;;
10192868;2;15990;;;
10192887;2;29900;;;
10192888;0;7990;;;
10193172;2;2290;;;
10193173;2;2290;;;
10193174;0;990;;;
10193176;2;1190;;;
10193177;2;1190;;;
10193178;2;1190;;;
10193179;2;1190;;;
10193180;2;1190;;;
10193181;2;3490;;;
10193182;2;2290;;;
10193248;2;14900;;;
10193249;2;14900;;;
10193251;2;24900;;;
10193253;2;24900;;;
10193257;2;12900;;;
10193258;2;12900;;;
10193274;0;2490;;;
10193311;2;1190;;;
10193325;2;890;;;
10193362;2;1690;;;
10193363;2;1690;;;
10193364;2;1690;;;
10193368;0;4690;;;
10193369;2;6490;;;
10193443;2;2490;;;
10193444;2;4990;;;
10193445;2;6990;;;
10193450;2;3990;;;
10193451;2;2490;;;
10193507;2;18900;;;
10193508;2;21900;;;
10193509;2;26900;;;
10193510;2;29900;;;
10193511;2;2490;;;
10193512;2;19900;;;
10193513;2;28900;;;
10193514;2;29900;;;
10193515;2;2490;;;
10193516;2;7990;;;
10193521;2;3490;;;
10193522;2;3490;;;
10193523;2;3490;;;
10193590;2;2490;;;
10193613;2;5990;;;
10193614;0;5990;;;
10193616;2;5990;;;
10193623;2;5990;;;
10193624;2;5990;;;
10193626;2;5990;;;
10193627;2;5990;;;
10193640;0;3990;;;
10193665;2;2690;;;
10193714;2;790;;;
10193715;2;790;;;
10193716;2;290;;;
10193717;2;290;;;
10193720;2;890;;;
10193743;0;790;;;
10193773;2;590;;;
10193821;2;3990;;;
10193825;2;1990;;;
10193826;2;1990;;;
10193827;2;1990;;;
10193828;2;1990;;;
10193829;2;1990;;;
10193830;2;1990;;;
10193831;2;1990;;;
10193832;2;1990;;;
10193833;2;1990;;;
10193834;2;2690;;;
10193835;2;2990;;;
10193836;2;1990;;;
10193837;2;1990;;;
10193838;2;1990;;;
10193839;2;2990;;;
10193840;2;1990;;;
10193841;2;1990;;;
10193842;2;1990;;;
10193843;2;1290;;;
10193856;2;1290;;;
10193861;2;890;;;
10193862;2;890;;;
10193870;2;2490;;;
10193873;2;790;;;
10193875;2;790;;;
10193876;2;790;;;
10193877;2;790;;;
10193878;2;790;;;
10193879;2;790;;;
10193880;2;790;;;
10193881;2;790;;;
10193885;2;790;;;
10193886;2;790;;;
10193887;2;790;;;
10193888;2;790;;;
10193959;2;4490;;;
10193962;0;990;;;
10193963;0;990;;;
10193964;0;990;;;
10193965;0;990;;;
10193966;0;990;;;
10193967;0;990;;;
10193968;0;990;;;
10193969;0;990;;;
10193970;0;990;;;
10193973;0;990;;;
10193976;0;990;;;
10194229;2;5990;;;
10194230;2;5990;;;
10194231;2;5990;;;
10194232;2;5990;;;
10194233;2;5990;;;
10194266;2;59900;;;
10194441;2;1990;;;
10194442;2;1990;;;
10194443;2;1990;;;
10194444;2;1990;;;
10194445;2;3990;;;
10194447;2;2990;;;
10194448;2;1490;;;
10194494;2;19900;;;
10194495;0;24900;;;
10194496;2;28900;;;
10194497;2;29900;;;
10194498;2;6990;;;
10194499;0;6990;;;
10194597;0;13990;;;
10195042;2;49900;;;
10195043;2;25900;;;
10195294;2;990;;;
10195295;2;990;;;
10195296;2;990;;;
10195297;2;990;;;
10195298;0;990;;;
10195299;0;990;;;
10195300;2;990;;;
10195301;2;990;;;
10195302;0;990;;;
10195303;2;990;;;
10195304;2;990;;;
10195306;0;1990;;;
10195310;2;990;;;
10195312;0;1190;;;
10195313;2;1190;;;
10195314;0;1190;;;
10195346;2;799;;;
10196053;2;5990;;;
10196055;2;3990;;;
10196056;0;3990;;;
10196057;0;3990;;;
10196058;2;3990;;;
10196059;0;3990;;;
10196526;2;1990;;;
10196527;2;1990;;;
10196536;2;1190;;;
10196537;2;1190;;;
10196538;2;1190;;;
10196539;2;1190;;;
10196540;2;1190;;;
10196541;2;1190;;;
10196542;2;1190;;;
10196543;2;2990;;;
10196544;2;1190;;;
10196545;2;1190;;;
10196547;2;3490;;;
10196548;2;3490;;;
10196903;2;14900;;;
10196904;2;19900;;;
10196905;2;26900;;;
10196906;2;29900;;;
10196907;2;2990;;;
10197154;2;1690;;;
10197155;2;1690;;;
10197156;2;1290;;;
10197158;2;1690;;;
10197159;2;1290;;;
10197160;2;1690;;;
10197161;2;2490;;;
10197162;2;1690;;;
10197163;2;1290;;;
10197164;2;1690;;;
10197165;2;1290;;;
10197166;0;1690;;;
10197167;2;1290;;;
10197168;2;1690;;;
10197169;2;1290;;;
10197170;2;1690;;;
10197171;0;1690;;;
10197172;0;1690;;;
10197173;0;1690;;;
10197174;2;1690;;;
10197175;2;1690;;;
10197176;2;1690;;;
10197489;0;2390;;;
10197649;2;29900;;;
10197650;0;7990;;;
10197651;0;29900;;;
10197652;0;8990;;;
10197653;2;29900;;;
10197654;0;8990;;;
10197656;0;5990;;;
10197657;0;5990;;;
10197700;0;1990;;;
10197701;0;1990;;;
10197702;2;1990;;;
10197703;0;1990;;;
10197704;0;1490;;;
10197705;0;1190;;;
10197706;2;1290;;;
10197707;2;1290;;;
10197708;2;1290;;;
10197727;2;990;;;
10197733;2;990;;;
10197735;2;990;;;
10197739;2;990;;;
10197741;2;990;;;
10197744;2;990;;;
10197746;2;990;;;
10197759;2;990;;;
10197763;2;990;;;
10197765;2;990;;;
10197767;2;990;;;
10197768;2;990;;;
10197787;0;2490;;;
10197791;2;2490;;;
10197802;2;2490;;;
10197806;2;2490;;;
10197814;0;6990;;;
10197815;2;5990;;;
10197816;2;1390;;;
10197817;2;690;;;
10197819;2;990;;;
10197829;0;890;;;
10197830;0;890;;;
10197831;0;890;;;
10197832;2;890;;;
10197834;0;890;;;
10197835;0;4990;;;
10197836;0;1990;;;
10197848;0;2990;;;
10197849;0;3990;;;
10197850;0;1190;;;
10197851;0;9990;;;
10197852;2;1990;;;
10197853;2;1190;;;
10197854;0;1190;;;
10197855;0;1190;;;
10197856;2;4390;;;
10197857;0;2390;;;
10197858;2;1490;;;
10197859;0;1490;;;
10197860;2;1790;;;
10197861;2;1790;;;
10197863;2;9990;;;
10197864;2;8990;;;
10197866;0;8990;;;
10197867;0;6790;;;
10197868;2;8990;;;
10197870;0;990;;;
10197871;0;1190;;;
10197873;2;890;;;
10197874;2;1190;;;
10197875;0;1590;;;
10197876;0;1590;;;
10197877;2;1590;;;
10197878;0;1590;;;
10197891;0;590;;;
10197893;0;890;;;
10197894;0;890;;;
10197895;2;890;;;
10197896;0;590;;;
10197897;2;590;;;
10197903;2;1290;;;
10197906;2;590;;;
10197908;0;1190;;;
10197918;2;1690;;;
10197919;2;590;;;
10197921;2;690;;;
10197922;0;3990;;;
10197925;0;790;;;
10197933;0;1190;;;
10197936;2;1290;;;
10197939;2;590;;;
10197940;2;590;;;
10197941;2;1190;;;
10197942;2;1690;;;
10197943;2;1990;;;
10197944;2;6990;;;
10197945;0;1790;;;
10197946;0;2990;;;
10197947;2;1690;;;
10197948;2;1290;;;
10197949;0;1990;;;
10197950;0;890;;;
10197951;2;890;;;
10197954;0;1790;;;
10197955;0;1790;;;
10197956;0;1690;;;
10197958;2;1690;;;
10197959;0;1990;;;
10197960;0;1990;;;
10197961;2;1990;;;
10197965;2;4990;;;
10197966;2;4990;;;
10197967;0;1390;;;
10197968;0;1390;;;
10197970;0;1390;;;
10197972;0;1390;;;
10197976;0;1990;;;
10197977;0;1990;;;
10197979;2;1990;;;
10197980;0;1990;;;
10197981;0;1990;;;
10197982;0;1990;;;
10197986;0;1690;;;
10197987;0;1690;;;
10197988;0;1690;;;
10197989;0;1690;;;
10197990;0;1690;;;
10197991;2;1690;;;
10197992;0;1690;;;
10197993;0;1690;;;
10197996;0;1590;;;
10197997;2;1590;;;
10197998;2;1590;;;
10197999;0;1590;;;
10198000;0;1590;;;
10198001;0;1590;;;
10198002;2;1590;;;
10198003;0;1590;;;
10198011;2;1290;;;
10198012;2;1290;;;
10198013;2;890;;;
10198014;2;890;;;
10198023;2;1490;;;
10198024;0;1490;;;
10198025;0;1490;;;
10198026;0;1190;;;
10198027;2;1190;;;
10198028;0;1190;;;
10198035;2;990;;;
10198036;2;990;;;
10198044;2;990;;;
10198047;2;990;;;
10198048;2;990;;;
10198051;0;890;;;
10198052;0;890;;;
10198055;0;5990;;;
10198060;2;9990;;;
10198061;2;890;;;
10198062;2;590;;;
10198063;2;890;;;
10198064;2;1590;;;
10198076;0;5990;;;
10198079;0;1190;;;
10198080;0;1190;;;
10198082;2;990;;;
10198084;2;990;;;
10198085;0;5990;;;
10198086;0;5990;;;
10198091;2;8990;;;
10198092;2;8990;;;
10198093;2;8990;;;
10198098;2;2490;;;
10198099;2;14900;;;
10198100;0;19900;;;
10198101;0;26900;;;
10198102;0;29900;;;
10198103;2;2490;;;
10198104;0;14900;;;
10198105;0;19900;;;
10198106;0;26900;;;
10198107;0;29900;;;
10198108;2;2490;;;
10198109;2;14900;;;
10198110;2;19900;;;
10198111;2;26900;;;
10198112;2;29900;;;
10198113;2;2490;;;
10198114;2;890;;;
10198115;2;890;;;
10198119;2;990;;;
10198120;2;1490;;;
10198121;2;890;;;
10198122;2;1490;;;
10198123;0;1490;;;
10198142;2;890;;;
10198145;2;690;;;
10198146;2;690;;;
10198147;2;2390;;;
10198149;2;2490;;;
10198150;2;890;;;
10198151;2;890;;;
10198152;2;890;;;
10198155;2;590;;;
10198156;0;890;;;
10198157;0;690;;;
10198158;2;890;;;
10198159;2;990;;;
10198160;2;990;;;
10198161;2;890;;;
10198162;0;890;;;
10198163;2;890;;;
10198165;2;890;;;
10198166;2;590;;;
10198168;2;390;;;
10198175;2;12900;;;
10198176;2;44900;;;
10198177;2;5990;;;
10198180;0;690;;;
10198183;2;1990;;;
10198184;2;390;;;
10198185;2;990;;;
10198186;2;990;;;
10198187;0;990;;;
10198188;2;990;;;
10198189;2;990;;;
10198190;2;990;;;
10198193;2;990;;;
10198194;2;1190;;;
10198195;2;1190;;;
10198196;2;1190;;;
10198197;0;1190;;;
10198198;0;1190;;;
10198199;2;1190;;;
10198200;2;1190;;;
10198201;2;1990;;;
10198202;0;1990;;;
10198203;2;690;;;
10198204;2;690;;;
10198205;2;690;;;
10198206;2;690;;;
10198207;2;690;;;
10198208;2;990;;;
10198209;2;1290;;;
10198210;2;990;;;
10198211;2;990;;;
10198226;0;1990;;;
10198227;0;1990;;;
10198228;0;1990;;;
10198229;2;1990;;;
10198231;0;1990;;;
10198232;0;1990;;;
10198233;0;1990;;;
10198234;0;1990;;;
10198235;2;1990;;;
10198236;2;1990;;;
10198239;0;890;;;
10198240;0;890;;;
10198241;0;590;;;
10198242;0;590;;;
10198243;2;590;;;
10198244;0;590;;;
10198245;2;890;;;
10198246;0;1590;;;
10198247;2;890;;;
10198248;2;890;;;
10198249;2;590;;;
10198262;0;2990;;;
10198263;0;2990;;;
10198264;0;2990;;;
10198265;0;6990;;;
10198266;2;3990;;;
10198267;2;3990;;;
10198268;2;1990;;;
10198271;2;1990;;;
10198274;0;3990;;;
10198275;0;2190;;;
10198296;2;799;;;
10198301;0;799;;;
10198302;0;799;;;
10198327;2;19900;;;
10198328;2;23900;;;
10198329;2;25900;;;
10198330;2;5990;;;
10198331;0;6990;;;
10198332;0;3990;;;
10198333;0;8990;;;
10198334;0;10900;;;
10198335;2;12900;;;
10198338;2;2990;;;
10198339;0;1790;;;
10198340;2;890;;;
10198341;0;3990;;;
10198342;2;4990;;;
10198375;2;2290;;;
10198376;2;1890;;;
10198377;2;1690;;;
10198378;2;1890;;;
10198379;2;1690;;;
10198381;2;5990;;;
10198382;2;5990;;;
10198383;2;990;;;
10198391;2;6990;;;
10198392;2;8990;;;
10198393;2;10900;;;
10198394;2;12900;;;
10198397;2;2990;;;
10198496;0;4990;;;
10198498;0;4990;;;
10198509;0;3990;;;
10198522;2;15900;;;
10198523;2;21900;;;
10198524;2;24900;;;
10198525;2;29900;;;
10198526;2;2490;;;
10198527;2;14900;;;
10198528;2;19900;;;
10198529;2;21900;;;
10198530;2;24900;;;
10198531;2;5990;;;
10198532;2;1990;;;
10198535;2;1990;;;
10198845;0;790;;;
10198846;0;790;;;
10199074;0;1690;;;
10199075;0;1490;;;
10199076;0;1990;;;
10199077;0;1990;;;
10199078;0;1990;;;
10199079;0;7690;;;
10199080;0;7990;;;
10199160;2;3690;;;
10199190;0;690;;;
10199191;0;690;;;
10199193;0;690;;;
10199194;0;690;;;
10199548;2;3490;;;
50042524;2;2290;;;
50042531;2;990;;;
50042555;2;1890;;;
50044917;0;1590;;;
